label	source	similarity	txt1	txt2
2	pb	0.120873444603807	Arkeenkin mahtuu iloja.	Elämään kuuluu myös luopumisia.
2	pb	0.0442807442770048	Arkisto aiheesta Pentu-uutiset	Koirakuva - etusivu
4	pb	0.962542300151642	Arkkitehtuuritiimiin kuuluivat Pekka Heikkinen, Iona Maftei, Einari Sutinen ja Tomi Tulamo.	Arkkitehtuuritiimiin kuuluivat Pekka Heikkinen, Ioana Maftei, Einari Sutinen ja Tommi Tulamo.
x	pb	0	armas & mainio .	tankke juu djlordi!
1	opus	0.0389741881476979	Armeijamme pysyy Spartassa.	Yhdysvallat luottaa minuun.
2	opus	0.670368270549376	Armenian tasavallan osalta tätä artiklaa sovelletaan viimeistään kolmen vuoden kuluessa tämän sopimuksen voimaantulosta.	Tätä määräystä voidaan soveltaa vain kymmenen vuoden ajan tämän sopimuksen voimaantulopäivästä.
2	pb	0.527655328257891	Arsenal ei ole ollut parhaassa vireessä viimeisinä viikkoina, mutta viimeisimmissä peleissä lontoolaisjoukkue on esiintynyt vakuuttavasti.	Joukkue ei ole pelannut erityisen vakuuttavasti viimeisimpien pelien aikana, sillä Spurs ei ole ollut lähelläkään joukkueen parasta pelitasoa edellisten viikkojen kamppailuissa.
2	opus	0.896179253777926	ARTEMIS-yhteisyrityksen budjetin täytäntöönpanoa koskevan vastuuvapauden antaa neuvoston suosituksesta Euroopan parlamentti menettelyllä, josta määrätään ARTEMIS-yhteisyrityksen taloushallinnon säännöissä.	IMI-yhteisyrityksen budjettia koskevan vastuuvapauden antaa neuvoston suosituksesta Euroopan parlamentti menettelyllä, josta määrätään IMI-yhteisyrityksen taloushallinnon säännöissä.
1	pb	0.301563013512081	Arthur Patch erosi virka maaliskuuta 1992, sekä yrityksen hallituksen puheenjohtaja hallituksen, Fred R. Lummis, otti haltuunsa.	Perustaja William Sumner Appleton tilalleen johtaja Bertram K. Pikku Abbott Lowell Cummings ja Nancy R. Coolidge ennen otsikko toimitusjohtaja vaihtui presidentti, Jane C. Nylander ja nyt Carl R. Nold palvelevat tässä ominaisuudessa .
1	pb	0.261816645923988	Artikkelissa kerrotaan parikymppisestä Jens Nybergistä, jolla on selkäydinvamma.	HS:n tietojen mukaan ainakin yksi pahoinpitelijöistä opiskelee Sipoonjoen koulussa.
2	pb	0.165144564768954	Artikkelissa oli pitkään käännös-malline.	Luvun otsikko by Google-kääntäjä.
1	pb	0.104336905424487	artikkelitLähteettömät esiintyivät of (The Blaze Brett. .	Käännetyt Earl Van Dorn .
4>	pb	0.978378362644138	Artiklan 1 kohdan mukaan unionin toimivalta yhteisen ulko- ja turvallisuuspolitiikan alalla käsittää kaikki ulkopolitiikan alat ja kaikki unionin turvallisuuteen liittyvät kysymykset, muun muassa asteittain määriteltävän yhteisen puolustuspolitiikan, joka voi johtaa yhteiseen puolustukseen.	Unionin toimivalta yhteisen ulko- ja turvallisuuspolitiikan alalla käsittää kaikki ulkopolitiikan alat ja kaikki unionin turvallisuuteen liittyvät kysymykset, muun muassa asteittain määriteltävän yhteisen puolustuspolitiikan, joka voi johtaa yhteiseen puolustukseen.”
2	opus	0.884044081352245	Artikla resurssi: Tämä Mistä ostaa Intivar vuonna Kroonstad Etelä-Afrikassa paikallisesti tarkistetaan sisältö ensin lähetetty tällä sivustolla lueteltu tässä: Jälleenmyyjät Intivar Edullisia	Artikla resurssi: Tämä Mistä ostaa Intivar vuonna Mamelodi Etelä-Afrikassa edullisia tarkistetaan sisältö on esitetty ensimmäisenä tällä sivustolla tässä: Jälleenmyyjät Intivar Alennukset
1	pb	0.177246407769067	Artroskopian jälkeen potilaat satunnaistettiin avoleikkaus- tai tähystysleikkausryhmään.	Toimenpide pohjautuu tutkimuskäynnillä tehtyyn suonikohjujen ultraäänikartoitukseen.
1	opus	0.222308720180352	Arvaa, kenen veneet rikkoivat sääntöjä.	Silloin lapset korjasivat oikeita kalaverkkoja.
2	opus	0.398820056426395	Arvaa, mitä he tekivät viime vuonna.	En tiennyt, mitä muut tekivät.
2	pb	0.692057094679061	Arvioinnin kohde 2.Työmenetelmien, -välineiden ja materiaalin Vartiointiin liittyvien työmenetelmien Vartiointiin liittyvien laitteiden ja välineiden käytön Voimankäytön ja taktinen ennakoinnin	Arvioinnin kohde 2.Työmenetelmien, -välineiden ja materiaalin Yritysturvallisuuteen liittyvien uhka- tai riskikartoituksien Ennalta ehkäisevien turvallisuussuunnitelmaluonnoksen tekeminen
4>	pb	0.987953451068349	Arviointiselostuksen laatimisessa on kuitenkin otettava huomioon, että selvitettävät vaikutukset ja asiat esitetään siten, että lausunnoissa ja mielipiteissä esille nousseisiin keskeisiin kysymyksiin on arviointiselostuksesta löydettävissä jossain muodossa vastaus.	Arviointiselostuksen laatimisessa on kuitenkin otettava huomioon, että selvitettävät vaikutukset ja asiat esitetään siten, että lausunnoissa esille nousseisiin keskeisiin kysymyksiin on arviointiselostuksesta löydettävissä jossain muodossa vastaus.
1	pb	0.375007057295833	Arvio on se, että paikalliset tarpovat jossakin lumihangessa, joten eivät voi liikkua normaalisti kengät jalassa niinkuin muut ihmiset.	Kulkureilla saattaa olla omat ryhmänsä, mutta kaikki tietävät että yksin liikkuminen on miltein mahdotonta.
2	opus	0.851323158656707	Arvio puutiaisen leviämisriskistä Yhdistyneeseen kuningaskuntaan, Irlantiin ja Maltalle kansallisista säännöistä luopumisen seurauksena	Ekinokokkoosin leviämisriski Yhdistyneeseen kuningaskuntaan, Ruotsiin, Maltalle ja Suomeen kansallisista säännöistä luopumisen seurauksena
2	opus	0.589612009290211	Arviosta riippumattakin yrityksen taloudellinen tilanne oli sellainen, ettei yksikään markkinataloudessa järkevästi toimiva yksityinen sijoittaja olisi ryhtynyt samanlaiseen toimenpiteeseen.	Voidaan kuitenkin todeta, oliko takaisinvuokraushinta niin korkea, ettei järkevä markkinatalouden toimija olisi suostunut toimenpiteeseen.
1	pb	0.345701983528408	Arvio voidaan tehdä myös yksittäisestä varastokohteesta, kuten vaikkapa varastoautomaatista.	Puolivalmisteella tarkoitetaan myös esimerkiksi kokoonpanolinjalla käytettäviä komponentteja, eli valmis tuote voi koostua useasta puolivalmisteesta.
4<	opus	0.980842466765222	Arvoisa Baldarelli, tämä mielipide on esitetty, mutta kyseisen valiokunnan puheenjohtaja ja esittelijä olivat eri mieltä, joten minun on pantava kummatkin äänestykseen.	Puhemies. - Arvoisa Baldarelli, tämä mielipide on esitetty, mutta kyseisen valiokunnan puheenjohtaja ja esittelijä olivat eri mieltä, joten minun on pantava kummatkin äänestykseen.
4<	opus	0.888947865919926	Arvoisa komission jäsen, kiitän teitä puheenvuorostanne.	Arvoisa komission jäsen, kiitän teitä mielenkiintoisesta puheenvuorostanne.
2	opus	0.565502780256216	Arvoisa puheenjohtaja Prodi, sallinette minun esittää ystävällismielisen ehdotuksen.	Arvoisa neuvoston puheenjohtaja, sallinette minun lopuksi viitata ehdotukseenne viisivuotisesta neuvoston puheenjohtajuudesta.
4<	opus	0.980204697411603	Arvoisa puhemies, Alankomaat on puheenjohtajakaudellaan ottanut tehtäväkseen jatkaa aikaisemmilla ja viimeksi Dublinin huippukokouksessa määritellyillä linjoilla. Sen on edistettävä hallitusten välisen konferenssin viemistä loppuun, talous- ja rahaliiton toteutumista ja Euroopan unionin laajentumista Keski- ja ItäEuroopan maihin.	Theonas (GUE/NGL). - (EL) Arvoisa puhemies, Alankomaat on puheenjohtajakaudellaan ottanut tehtäväkseen jat kaa aikaisemmilla ja viimeksi Dublinin huippukokouksessa määritellyillä linjoilla. Sen on edistettävä hallitusten välisen konferenssin viemistä loppuun, talous- ja rahaliiton toteutumista ja Euroopan unionin laajentumista Keski- ja ItäEuroopan maihin.
3	opus	0.666312165618069	Arvoisa puhemies, aloitan puheenvuoroni yhtymällä onnitteluihin, joita esittelijä on saanut oivallisesta mietinnöstään.	Arvoisa puhemies, haluaisin puheenvuoroni aluksi onnitella esittelijä Langenia laadukkaasta mietinnöstä.
2	opus	0.658412506303721	Arvoisa puhemies, arvoisa komission jäsen, arvoisat kollegat, sovittelukomitean jäsenenä olen tyytyväinen, että päädyimme asiassa myönteiseen ratkaisuun. Näin voimme ryhtyä tehokkaisiin toimiin meriemme suojelemiseksi, mutta myös merenkulkualan etujen turvaamiseksi.	Arvoisa puhemies, arvoisa komission jäsen, hyvät kollegat, olemme erittäin hyvillämme, että parlamentin ja neuvoston lopullinen päätös yhteisön edistämistoimista työllisyyden alalla on saatu aikaan. Uskomme sen olevan välttämätön väline Lissabonin Eurooppa-neuvostossa asetettujen kehitystavoitteiden saavuttamiseksi.
4<	opus	0.926016449758805	Arvoisa puhemies, herra Fischbach, haluaisin esittää vain muutaman yhteisön vuoden 1998 talousarvioesitystä koskevan huomautuksen.	Liikanen, komission jäsen. - (EN) Arvoisa puhemies, herra Fischbach, haluaisin esittää vain muutaman yhteisön vuoden 1998 talousarvioesitystä koskevan huomautuksen.
4<	opus	0.855861490570731	Arvoisa puhemies, hyvät kollegat, haluaisin käyttää tilaisuutta hyväkseni ja kiittää esittelijää hänen työstään.	Arvoisa puhemies, arvoisa komission jäsen, hyvät kollegat, minäkin haluaisin käyttää tilaisuutta hyväkseni ja kiittää esittelijää hänen tekemästään työmäärästä ja sen laadusta.
2	opus	0.831791675779023	Arvoisa puhemies, hyvät kollegat, haluan kiittää esittelijä Weileria hänen tekemästään erinomaisesta työstä.	Arvoisa puhemies, hyvät kollegat, haluan aluksi kiittää lämpimästi esittelijä Fourtouta hänen erinomaisesta työstään.
1	opus	0.543586495684603	Arvoisa puhemies, komissio haluaa ilmoittaa parlamenttiedustajalle lopettaneensa Thessalonikin metron tapausta koskevan tapauksen käsittelyn 27. elokuuta 1998 tehdyllä päätöksellä H/98/3262, koska se ei ole havainnut mitään tasa-arvoisen kohtelun periaatteeseen kohdistuneita rikkomuksia.	Pasty (UPE). — (FR) Arvoisa puhemies, hyvät kollegat, joidenkin komission toimialojen hallinnossa havaitut vakavat toimintahäiriöt, jotka on tuotu esiin riippumattoman asiantuntijakomitean kertomuksessa, ovat johtaneet siihen, että kollegio on jättänyt kollektiivisen eroanomuksensa perustamissopimusten hengen mukaisesti.
2	opus	0.720641268865257	Arvoisa puhemies, komission jäsen Wallström, hyvät kollegat, komissio ja huomattava osa parlamentin jäsenistä ovat todella etääntyneet Euroopan unionin kansalaisista.	Papoutsis, komission jäsen. - (GR) Arvoisa puhemies, hyvät parlamentin jäsenet, komissio ja jäsenvaltioiden edustajat Jakartassa ovat perustaneet Euroopan unionin yhteisen asiantuntijakomitean.
4<	opus	0.92303510810094	Arvoisa puhemies, komissio on jo kaksi kertaa käsitellyt tätä asiaa, joka kysymyksessä jälleen tuotiin esille.	Bangemann, komission jäsen. - (DE) Arvoisa puhemies, komissio on jo kaksi kertaa käsitellyt tätä asiaa, joka kysymyksessä jälleen tuotiin esille.
2	opus	0.649157716317462	Arvoisa puhemies, koska minulla on vain vähän aikaa jäljellä, en halua käyttää sitä enää mietintömme ruotimiseen, vaan haluan kertoa ministerille kuinka iloinen olen siitä, että tänään Tšekin senaatti on hyväksynyt Lissabonin sopimuksen.	Arvoisa puhemies, voin vain kiittää esittelijää hänen työstään ja sanoa, että olen pahoillani, että meillä on niin vähän aikaa näin tärkeän asian käsittelemiseen.
2	opus	0.628358199684451	Arvoisa puhemies, kuten aina, onnittelen esittelijä van Velzeniä hänen perinpohjaisesta työstään.	Arvoisa puhemies, tahdon ennen kaikkea onnitella esittelijä Fayot'ta hänen huomattavasta työstään tämän monimutkaisen mietinnön parissa.
2	opus	0.514250123040709	Arvoisa puhemies, lopuksi käsittelen Schengen-arviointimekanismin tarkistamista.	Arvoisa puhemies, käsittelen laajentumiskysymyksen kahta pääkohtaa.
1	opus	0.543795031119737	Arvoisa puhemies, minusta tämä ei ole hyvä tapa käydä keskustelua parlamentissa.	Arvoisa puhemies, mielestäni tämä on hyvä sopimus.
4<	opus	0.945290798085368	Arvoisa puhemies, olemme täällä tänään keskustelemassa neljästä mietinnöstä, jotka koskevat televiestintäpolitiikkaa, ja haluan onnitella esittelijöitä tehdystä työstä.	Torres Marques (PSE). - (PT) Arvoisa puhemies, olemme täällä tänään keskustelemassa neljästä mietin nöstä, jotka koskevat televiestintäpolitiikkaa, ja haluan onnitella esittelijöitä tehdystä työstä.
2	opus	0.545153252605157	Arvoisa puhemies, olen erittäin tyytyväinen mietintöluonnokseen, josta parlamentti äänestää huomenna, koska siihen on sisällytetty – tosin muutamin tarkistuksin – kaikki alkuperäisessä luonnoksessa ehdottamani toimet.	Arvoisa puhemies, olen tyytyväinen siihen, että komission lainsäädäntöohjelmaan vuodelle 2000 sisältyvissä ehdotuksissa on laaja-alainen ote.
1	opus	0.632976870808156	Arvoisa puhemies, Peryn vetoomusvaliokunnan toiminnasta laatiman, kesäkuun täysistunnossa käsitellyn mietinnön ja Papakyriazisin oikeusasiamiehen toiminnasta laatiman mietinnön myötä yhdyn minäkin Newmanin kehotukseen, että kaikki parlamentaarikot lukisivat Södermanin oivallisen kertomuksen.	Arvoisa puhemies, minun on sanottava, että Böschin mietintö on Euroopan parlamentin täysistunnon käsiteltävänä sen 22. lokakuuta 1997 annetun päätöslauselman seurauksena, jossa kehotettiin parlamenttia ja talousarvion valvontavaliokuntaa laatimaan tämä mietintö.
2	opus	0.643210942555155	Arvoisa puhemies, puheenvuoroni aluksi haluan minua edeltäneiden puhujien tavoin onnitella puheenjohtaja Prodia hänen puheenvuorostaan.	Arvoisa puhemies, haluaisin puheenvuoroni aluksi onnitella esittelijä Langenia laadukkaasta mietinnöstä.
1	opus	0.721341032371036	Arvoisa puhemies, tämä mietintö, jossa vaaditaan ftalaattien käyttämisen kieltämistä joissakin pehmeissä lasten PVC:stä valmistetuissa leluissa on monessa mielessä epäonnistunut, ja sen oikeudellinen perusta on epäilyttävä, kun otetaan huomioon, että saapuessaan 23. toukokuuta parlamentin ympäristöasioiden, kansanterveyden ja kuluttajapolitiikan valiokuntaan myrkyllisyyttä, ekomyrkyllisyyttä ja ympäristöä käsittelevän tiedekomitean puheenjohtaja professori Bridges sanoi, että on vaikea nähdä, että kieltoa voitaisiin tieteellisesti tulkiten perustella vakavan ja välittömän vaaran vuoksi, mikä on joulukuussa asetetulta kiellolta vaadittava edellytys.	Mitä taas tulee 17-beta-estradioliin, todettakoon että kansanterveyttä koskevia eläinlääkintätoimenpiteitä käsittelevä tiedekomitea (SCVPH) katsoi vuonna 1999 antamassaan lausunnossa, joka koskee naudanlihassa ja naudanlihatuotteissa esiintyvien hormonijäämien mahdollisten ihmisten terveydelle haitallisten vaikutusten arviointia (tarkistettu vuonna 2000 ja vahvistettu vuonna 2002), että on paljon siihen viittaavaa tuoretta tietoa, että 17-beta-estradiolia on pidettävä täysin karsinogeenisena, koska se kykenee sekä aiheuttamaan kasvaimia että edistämään niiden kasvua, mutta että riskiä ei pystytä käytettävissä olevien tietojen perustella arvioimaan kvantitatiivisesti.
1	pb	0.0437478639259807	Arvoisa sieluväki: vastaus on Huba .	Kysymys: Rakas tohtori Pimpero.
1	pb	0.0789435416108188	Arvokkailla rinkuloilla ajelette.	Toisinsanoen, rikkaat porsaat; älkää vaivautuko.
4<	opus	0.823384626682304	Arvonlisäykseen ei sisällytetä kuluja eikä tuottoja, jotka yhtiön tilinpäätöksessä kirjataan rahoitustuotoiksi tai -kuluiksi tai muun kuin varsinaisen toiminnan tuotoiksi tai kuluiksi.	Arvonlisäykseen ei sisällytetä tuottoja eikä kuluja, jotka yhtiön tilinpäätöksessä kirjataan rahoitustuotoiksi tai -kuluiksi neljännen tilinpäätösdirektiivin (78/660) mukaisesti.
4	pb	0.671068983361583	Arvonta on avoin kaikille ja jokainen saa yhden arvan.	Arvontaan voi osallistua kuka vain ja kaikki saavat yhden arvan.
3	pb	0.854170851257086	Arvostelu Babyshambles – Sequel To The Prequel	Levy: Babyshambles – Sequel To The Prequel
1	pb	0.229356218022965	Arvostelu Kaasugrillit.org grillitarjous valikoima on erittäin laaja.	Virtuoosi.net-palvelun tuotevalikoima A.
4>i	pb	0.942342403053217	Arvostettu englantilainen sosiaalipolitiikan ja lastensuojelun tutkija, professori Eileen Munro vierailee Suomessa ja luennoi Valtakunnallisilla lastensuojelupäivillä Hämeenlinnassa.	Arvostettu englantilainen sosiaalipolitiikan ja lastensuojelun tutkija, professori Eileen Munro vieraili puhumassa Hämeenlinnassa Valtakunnallisilla lastensuojelupäivillä.
4	opus	0.938123689049292	arvo suurempi kuin 30 euroa/100 kg netto, lisättyä sokeria sisältävä	arvo suurempi kuin 30 €/100 kg netto, lisättyä sokeria sisältävä
2	opus	0.493567647396374	Asa ei etsinyt apua Jumalalta, kuten oli tehnyt etiopialaisten tunkeutuessa maahan, vaan turvautui ihmisiin.	Kansa ei kuitenkaan etsinyt näihin vaikeuksiin apua Jehovalta vaan alkoi ” kirota kuningastaan ja Jumalaansa ”.
2	opus	0.15977148112198	ASAN Security Technologies Oy kokoaa tuotteensa UVP-konseptin alle _ ASANTech	FCG vahvistaa ohjelmistoliiketoimintaansa ostamalla Elbit Oy:n _ Finnish Consulting Group
2	opus	0.46192127684579	Ase kädessäsi sanoo toisin.	Niin kädessäsi lukee.
4>	pb	0.806030930023459	Asekätkijän vankilapäiväkirja löytää toivottavasti tiensä sotahistoriasta kiinnostuneiden luettavaksi.	Asekätkijän vankilapäiväkirja sopii luettavaksi sotahistoriasta kiinnostuneille.
2	pb	0.990802207481173	Asemansa säilyttämään pyrkiviä pk-yrityksiä on 34 % ja yritystoiminnan loppumista ennakoivia 3 %.	Asemansa säilyttämään pyrkiviä pk-yrityksiä on 34 % ja yritystoiminnan loppumista ennakoivia 2 %.
1	pb	0.149573256603275	Asensivat puhelintolpan yhteyteen uutta katulamppua.	Ilpo laittoi kirkkaan halogeenivalon päälle.
2	opus	0.498926192475157	Ase on sama, jota käytit ryöstössä.	Tarkistin asian, ja aine on sama, jota Aate käyttää.
1	opus	0.252310280118708	Ase on työkalu.	Hän on jalkalääkäri.
1	opus	0.274920707384579	Aseta ansalanka jälkiemme kohdalle.	Se on suoraan jalkojemme alla.
1	opus	0.161749159805158	Asetamme elektrodeja... - Anteeksi hyökkäykseni.	Olemme kaikki järkyttyneitä...
4<	opus	0.662373785354019	Asetat muiden tunteet omiesi edelle.	Lopeta muiden tarpeiden asettaminen omiesi edelle.
2	opus	0.989378129994828	Asetettuaan maksunsaajaa varten vastaanotetut varat tämän käyttöön maksupalveluntarjoajan on annettava maksunsaajalle samalla tavoin kuin on säädetty 30 artiklan 1 kohdassa ja 31 artiklan 2 kohdassa vähintään seuraavat tiedot:	Asetettuaan maksunsaajaa varten vastaanotetut varat tämän käyttöön maksupalveluntarjoajan on annettava maksunsaajalle samalla tavoin kuin on säädetty 25 artiklan 1 kohdassa ja 26 artiklan 2 kohdassa vähintään seuraavat tiedot:
1	opus	0.219178501879802	Ase toimi aluksi, mutta replikaattorit sopeutuivat taas.	Kun antibiootit alkoivat tehota, absessin osat lähtivät liikkeelle.
2	opus	0.58238046484551	Asettele nämä lavetin ympärille.	Asettakaa ne laukun ympärille.
1	opus	0.782303932019465	Asetuksen (EY) N:o 1069/2009 18 artiklan 1 kohdan a, d, f, g ja h alakohdassa tarkoitettuja eläimiä voidaan ruokkia mainitun artiklan 1 kohdassa tarkoitetulla luokkaan 2 tai 3 kuuluvalla aineksella siten, että toimivaltaisen viranomaisen mainitun asetuksen 18 artiklan 1 kohdan mukaisesti vahvistamien edellytysten lisäksi täyttyvät vähintään seuraavat edellytykset:	Asetuksen (EY) N:o 1186/2009 44 artiklan 1 kohdassa ja 45 artiklassa tarkoitettujen tavaroiden ollessa kyseessä, on myöntämisen edellytyksenä lisäksi vastaanottajalaitoksen tai -elimen velvollisuus käyttää kyseisiä tavaroita yksinomaan muihin kuin kaupallisiin tarkoituksiin mainitun asetuksen 46 artiklan b alakohdan mukaisesti.
2	opus	0.675468689395053	Asetuksen (EY) N:o 1290/2005 6 artiklan 3 kohdassa tarkoitetun yhteensovittamisesta vastaavan viranomaisen on toimittava komission ainoana yhteystahona asianomaiseen jäsenvaltioon kaikissa maataloustukirahastoon ja maaseuturahastoon liittyvissä kysymyksissä, jotka koskevat	Asetuksen (EY) N:o 1290/2005 8 artiklan 1 kohdan c alakohdan i alakohdassa säädetään, että maataloustukirahastosta ja maaseuturahastosta rahoitettuihin toimiin liittyvien yksittäisten toimien osalta komissiolle on toimitettava menoilmoitukset, jotka samalla katsotaan maksupyynnöiksi, vaadittuine tietoineen.
2	opus	0.979571984435797	Asetuksen (EY) N:o 2799/1999 mukaisesti järjestetyn erityisen 89. tarjouskilpailun, jonka tarjousten esittämiselle annettu määräaika päättyi 13 päivänä syyskuuta 2005, vähimmäismyyntihinta ja jalostusvakuus on vahvistettu seuraavasti:	Asetuksen (EY) N:o 2799/1999 mukaisesti järjestetyn erityisen 67. tarjouskilpailun, jonka tarjousten esittämiselle annettu määräaika päättyi 14 päivänä syyskuuta 2004, vähimmäismyyntihinta ja jalostusvakuus on vahvistettu seuraavasti:
2	opus	0.694599420119524	Asetuksen (EY) N:o 68/2001 johdanto-osan 16 kappaleessa vahvistetaan perusteet 5 artiklalle ja todetaan, ettei tällaisia tukia voida vapauttaa ilmoitusvelvollisuudesta: ”On asianmukaista, että komissio arvioi edelleen määrältään suuret tuet yksittäin ennen kuin ne otetaan käyttöön.”	Saksa perustelee kantaansa ensinnäkin toteamalla, että ilmoitusvelvollisuuden piiriin kuuluvan tuen soveltumista yhteismarkkinoille on arvioitava asetuksessa säädettyjen arviointiperusteiden mukaisesti, ja viittaa tässä yhteydessä asetuksen (EY) N:o 68/2001 johdanto-osan 4 kappaleeseen, jonka mukaan komissio arvioi tuet ”erityisesti tässä asetuksessa asetettujen perusteiden mukaisesti”.
1	opus	0.37349421368867	Asetuksessa säädetään, että jos lento peruutetaan, matkustajalla on oikeus saada kiinteämääräinen korvaus, joka on suuruudeltaan 250–600 euroa.	Yhteisön yritystukipolitiikkaa on tiukennettu siten, että jos tukiehtoja ei noudateta, tuensaaja joutuu maksamaan tukisumman takaisin kokonaan tai osittain.
1	opus	0.503877104225591	Asetuksessa säädetään sellaisille tuottajille tarjottavasta kertasuorituksesta,jotka tietyissä tapauksissa ovat kärsineet vahinkoa asiassa Mulder annetussa tuomiossa tarkoitetun säännöstön soveltamisen takia.	Muiden osakkaiden osalta osingoista pidätetty vero palautetaan vain, jos kaksinkertaisen verotuksen välttämiseksi tehdyssä sopimuksessa tai verojärjestelmästä annetussa laissa on niin määrätty.
x	pb	0	Asetukset-sovellukset-kalenteri JA kalenterin tallennustila; poista kaikki tiedot	>
1	opus	0.57685937472861	Asetusehdotuksen 13 artiklan nojalla tuomioistuimen on tällöin voitava ottaa huomioon, että vahingontekijä noudattaa sen maan vaatimuksia, jossa toimintaa harjoitetaan.	Mitä tulee kansallisiin vaatimuksiin, joita voidaan asettaa 16 tai 17 artiklan nojalla, se jäsenvaltio, jonka alueella palvelua tarjotaan, vastaa palveluntarjoajan toiminnan valvonnasta alueellaan.
2	pb	0.979527889263368	Asetusta sovelletaan ensimmäisen kerran vuodelta 2000 toimitettavassa verotuksessa.	Asetusta sovelletaan ensimmäisen kerran vuodelta 2002 toimitettavassa verotuksessa.
2	pb	0.870695363855596	Asiaa koskeva hallituksen kannanotto sisältyy hallinnon turvallisuusverkon organisoinnin ja hallinnon järjestämisen linjauksista 12.5.2011 annettuun valtioneuvoston periaatepäätökseen, jonka mukaan omistusoikeus tähän omaisuuteen säilyisi Suomen valtiolla.	Asiaa koskeva hallituksen kannanotto sisältyy hallinnon turvallisuusverkon organisoinnin ja hallinnon järjestämisen linjauksista 12.5.2011 annettuun valtioneuvoston periaatepäätökseen, jonka mukaan valtiovarainministeriön tukena ohjauksessa tulisi toimia turvallisuusverkkohankkeessa mukana olevien hallinnonalojen edustajista muodostuva strateginen ohjauselin.
2	pb	0.372037328045976	Asiaa miettiessään hän totesi olleensa aktiivinen tupakoitsia jo vähintään puolivuotta ja sitäkin ennemmin hän oli poltellut satunnaisesti.	Nyt tupakoimattomana 2 vuotta, lopettaminen tapahtui melkein seinää, toisinaan iltaa istuttaessa tuli sauhuteltua.
1	pb	0.441483739144761	Asiaan perehtyneet viininörtit ovat jo hyvin perillä, että Beaujolais on perkeleen kovaa aluetta kun puhutaan laadukkaista, mutta kohtuullisen hintaisista punaviineistä.	Monet pientuottajat kertovat kotisivuillaan avuliaasti viiniensä teknisistä spekseistä, mutta Camille Savès ei ikävä kyllä kuulu tähän joukkoon.
1	opus	0.409792419212522	Asiaa tutkittaessa on pidettävä mielessä laittomista sieppauksista ja vankien kohtelusta aiheutuvat ongelmat.	Varastoitaessa näytteitä ja kuljetettaessa niitä laboratorioon testattaviksi on oltava erityisen huolellinen.
4>	pb	0.81779189634969	Asiaa voidaan sitten lähestyä toisestakin näkökulmasta.	Mutta asiaa voidaan lähestyä myös toisesta näkökulmasta.
2	opus	0.625305399480723	Asia ei koske minua ja Laceyta. Se koskee minua.	Asiani ei koske minua vaan Carya.
4	pb	0.620173672946042	Asia ei muutu.	Asia ei tule muuttumaan.
4<	pb	0.765958472680328	Asia ei myöskään ole vireillä eduskunnassa.	Asia ei ole vielä eduskunnassa.
2	pb	0.760418315599958	Asiakasarviot: ACO Invisible antiperspirantti 50 ml	Asiakasarviot: Favora Roll-on Antiperspirantti 50 ml
3	pb	0.581661496995786	Asiakaslehti - ja pysyt aina ajan tasalla	Pysy ajan tasalla alasi uutisista
1	pb	0.483062858921522	Asiakas on aina vastuussa tilauksesta, mutta väärinkäyttöä epäiltäessä tulee ottaa yhteyttä asiakaspalveluun.	Kisakallio ei vastaa epäonnistuneesta varauksesta vaan asiakkaan tulee viipymättä olla yhteydessä myyjään tilanteen korjaamiseksi.
4>	pb	0.699869871005929	Asiakas on yksin vastuussa käyttäjätunnuksistaan ja niillä tehdystä tietoliikenteestä ja sitoutuu säilyttämään tunnuksia siten, etteivät ne joudu sivullisten tietoon.	Käyttäjä sitoutuu säilyttämään käyttäjätunnuksensa ja salasanansa huolellisesti ja vastaa siitä, etteivät ne joudu ulkopuolisten tietoon.
3	pb	0.762286309978175	Asiakaspalvelu auttaa pelaajia kaikissa ongelmatapauksissa ammattitaitoisesti ja nopeasti.	Asiakaspalvelu auttaa pelaajia kaikissa ongelmatapauksissa ja myös bonuksiin liittyvissä asioissa.
3	pb	0.838185526711535	Asiakaspalvelu on saavutettavissa 24 Versus 7 by gastronomia chat alkaen web sivu tai uhkapeli perustaminen ostajan.	asiakaspalvelu on toteutettavissa 24 Versus 7 kautta gastronomia chitchat alkaen kotisivuilta tai uhkapeli perustaminen Ostaja .
3	pb	0.884741094598292	Asiakaspalvelu & rev. palvelut kuuluvat avaintekijöitä olla katsotaan valitessaan e-kasino.	asiakaspalvelu & amp tarjoajien kuuluvat avaintekijöitä olla katsotaan valitessaan e-kasino.
2	pb	0.39157745705902	Asiakas voi valita avoterapian ja yksilöllisen kuntoutusjakson sellaiselta palveluntuottajalta, jolla on sopimus Kelan kanssa.	Laadimme yhdessä kuntoutujan kanssa hänen tavoitteidensa mukaisen kuntoutumissuunnitelman.
1	pb	0.191078432224079	Asiakas väittää että työn julkaisuun tarvisi henkilöiden luvat ?!	Joten myyntihuoneistolupaa ei tarvita!
1	opus	0.318194967005849	Asiakirja pitää vahvistuttaa Tullissa.	Minun pitää tarkastaa se toimistolla.
1	opus	0.439077530440276	asiakirjoihin on sisällyttävä kuvaus kalustoyksikön ja radanvarren järjestelmän välisestä viestinnästä.	Parlamentille on myös ilmoitettava komentojärjestelmän toiminnasta sekä operaation siviilija sotilaspuolen välisestä yhteistyöstä.
